footfall,tempMode,AQ,USS,CS,VOC,RP,IP,Temperature
0.0,1.0,0.9999999999999999,0.0,0.8333333333333334,1.0,0.2361111111111111,0.33333333333333337,0.0
0.02602739726027397,0.14285714285714285,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.16666666666666666,0.013888888888888895,0.5,0.0
0.0042465753424657535,1.0,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.06944444444444442,0.8333333333333334,0.0
0.01136986301369863,0.5714285714285714,0.33333333333333337,0.5,0.6666666666666666,0.16666666666666666,0.12499999999999994,0.8333333333333334,0.0
0.08767123287671233,1.0,0.6666666666666666,0.8333333333333334,0.5,0.0,0.6805555555555556,0.8333333333333334,0.0
0.01506849315068493,0.42857142857142855,0.33333333333333337,0.5,0.8333333333333334,0.16666666666666666,0.027777777777777735,0.5,0.0
0.0136986301369863,1.0,0.6666666666666666,0.8333333333333334,0.5,0.16666666666666666,0.8055555555555556,0.5,0.0
0.0042465753424657535,0.14285714285714285,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.027777777777777735,0.5,0.0
0.024657534246575342,1.0,0.5,0.8333333333333334,0.33333333333333337,0.5,0.16666666666666663,0.5,0.0
0.3835616438356164,0.0,0.33333333333333337,0.33333333333333337,0.9999999999999999,0.0,0.27777777777777773,0.33333333333333337,0.0
0.2191780821917808,0.0,0.33333333333333337,0.16666666666666666,0.5,0.6666666666666666,0.09722222222222221,0.16666666666666666,0.0
0.04520547945205479,0.7142857142857142,0.5,0.33333333333333337,0.8333333333333334,0.16666666666666666,0.16666666666666663,0.5,0.0
0.02602739726027397,0.2857142857142857,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333333,0.04166666666666663,0.5,0.0
0.0136986301369863,1.0,0.5,0.5,0.8333333333333334,0.0,0.31944444444444436,0.6666666666666666,0.0
0.136986301369863,1.0,0.6666666666666666,0.9999999999999999,0.5,0.0,0.7638888888888888,0.0,0.0
0.0,1.0,0.8333333333333334,0.9999999999999999,0.6666666666666666,0.0,0.5972222222222221,0.33333333333333337,0.0
0.01780821917808219,1.0,0.5,0.5,0.6666666666666666,0.16666666666666666,0.5416666666666665,0.33333333333333337,0.0
0.0006849315068493151,0.7142857142857142,0.33333333333333337,0.33333333333333337,0.8333333333333334,0.16666666666666666,0.06944444444444442,0.8333333333333334,0.0
0.004520547945205479,1.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.8333333333333333,0.44444444444444436,0.5,0.0
0.0026027397260273972,0.2857142857142857,0.16666666666666666,0.0,0.5,0.0,0.2361111111111111,0.33333333333333337,0.043478260869565216
0.010136986301369862,1.0,0.5,0.5,0.9999999999999999,0.3333333333333333,0.9583333333333333,0.16666666666666666,0.043478260869565216
0.02602739726027397,0.0,0.16666666666666666,0.5,0.8333333333333334,0.3333333333333333,0.013888888888888895,0.5,0.043478260869565216
0.001643835616438356,0.42857142857142855,0.5,0.8333333333333334,0.33333333333333337,0.3333333333333333,0.1111111111111111,0.33333333333333337,0.043478260869565216
0.0,1.0,0.8333333333333334,0.0,0.8333333333333334,1.0,0.34722222222222215,0.5,0.043478260869565216
0.0026027397260273972,0.0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3611111111111111,0.33333333333333337,0.043478260869565216
0.0,0.2857142857142857,0.5,0.33333333333333337,0.8333333333333334,0.16666666666666666,0.027777777777777735,0.5,0.043478260869565216
0.05342465753424657,0.7142857142857142,0.33333333333333337,0.5,0.9999999999999999,0.16666666666666666,0.2916666666666667,0.6666666666666666,0.043478260869565216
0.005479452054794521,1.0,0.5,0.33333333333333337,0.5,0.0,0.2916666666666667,0.8333333333333334,0.043478260869565216
0.000410958904109589,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.40277777777777773,0.33333333333333337,0.043478260869565216
0.06164383561643835,0.42857142857142855,0.5,0.9999999999999999,0.0,0.0,0.20833333333333331,0.33333333333333337,0.043478260869565216
0.04794520547945205,0.0,0.33333333333333337,0.5,0.9999999999999999,0.3333333333333333,0.09722222222222221,0.16666666666666666,0.043478260869565216
0.008767123287671232,0.42857142857142855,0.5,0.5,0.16666666666666666,0.16666666666666666,0.5694444444444444,0.16666666666666666,0.08695652173913043
0.000410958904109589,0.0,0.5,0.5,0.33333333333333337,0.0,0.18055555555555552,0.33333333333333337,0.08695652173913043
0.0,0.14285714285714285,0.5,0.33333333333333337,0.9999999999999999,0.16666666666666666,0.16666666666666663,0.33333333333333337,0.08695652173913043
0.08767123287671233,1.0,0.9999999999999999,0.6666666666666666,0.9999999999999999,0.6666666666666666,0.19444444444444442,0.33333333333333337,0.08695652173913043
0.0,1.0,0.33333333333333337,0.5,0.8333333333333334,0.0,0.5277777777777777,0.33333333333333337,0.08695652173913043
0.001643835616438356,1.0,0.5,0.33333333333333337,0.8333333333333334,0.16666666666666666,0.9027777777777777,0.33333333333333337,0.08695652173913043
0.008493150684931507,0.8571428571428571,0.9999999999999999,0.16666666666666666,0.9999999999999999,0.8333333333333333,0.7777777777777777,0.33333333333333337,0.08695652173913043
0.0042465753424657535,0.2857142857142857,0.9999999999999999,0.16666666666666666,0.8333333333333334,1.0,0.0,0.5,0.08695652173913043
0.0,0.14285714285714285,0.33333333333333337,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.3888888888888889,0.8333333333333334,0.08695652173913043
0.024657534246575342,0.8571428571428571,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.44444444444444436,0.16666666666666666,0.08695652173913043
0.08767123287671233,0.42857142857142855,0.8333333333333334,0.5,0.5,0.8333333333333333,0.2916666666666667,0.33333333333333337,0.08695652173913043
0.01506849315068493,0.0,0.16666666666666666,0.33333333333333337,0.8333333333333334,0.16666666666666666,0.04166666666666663,0.8333333333333334,0.08695652173913043
0.0136986301369863,0.14285714285714285,0.9999999999999999,0.9999999999999999,0.6666666666666666,1.0,0.2222222222222222,0.16666666666666666,0.08695652173913043
0.0136986301369863,1.0,0.5,0.5,0.9999999999999999,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.08695652173913043
0.001506849315068493,0.42857142857142855,0.8333333333333334,0.8333333333333334,0.33333333333333337,0.3333333333333333,0.7916666666666667,0.8333333333333334,0.08695652173913043
0.0,1.0,0.5,0.33333333333333337,0.0,1.0,0.3611111111111111,0.33333333333333337,0.08695652173913043
0.000547945205479452,1.0,0.5,0.8333333333333334,0.8333333333333334,0.0,0.9583333333333333,0.16666666666666666,0.08695652173913043
0.004794520547945205,0.8571428571428571,0.5,0.5,0.16666666666666666,0.16666666666666666,0.37499999999999994,0.33333333333333337,0.13043478260869565
0.0,0.14285714285714285,0.33333333333333337,0.5,0.6666666666666666,0.3333333333333333,0.04166666666666663,0.8333333333333334,0.13043478260869565
0.0,1.0,0.6666666666666666,0.0,0.8333333333333334,0.8333333333333333,0.6805555555555556,0.33333333333333337,0.13043478260869565
0.0,0.2857142857142857,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333333,0.2638888888888889,0.33333333333333337,0.13043478260869565
0.004520547945205479,1.0,0.5,0.33333333333333337,0.8333333333333334,0.5,0.6944444444444444,0.16666666666666666,0.13043478260869565
0.036986301369863014,0.2857142857142857,0.6666666666666666,0.5,0.33333333333333337,0.0,0.6666666666666665,0.33333333333333337,0.13043478260869565
0.0061643835616438354,1.0,0.16666666666666666,0.5,0.8333333333333334,0.0,0.9583333333333333,0.5,0.13043478260869565
0.005479452054794521,0.42857142857142855,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.8333333333333333,0.6805555555555556,0.33333333333333337,0.13043478260869565
0.000821917808219178,0.14285714285714285,0.6666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.7916666666666667,0.33333333333333337,0.13043478260869565
0.000273972602739726,1.0,0.5,0.5,0.8333333333333334,0.0,0.7361111111111112,0.16666666666666666,0.13043478260869565
0.0,0.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,1.0,0.24999999999999994,0.8333333333333334,0.13043478260869565
0.004794520547945205,0.42857142857142855,0.5,0.16666666666666666,0.8333333333333334,0.0,0.6944444444444444,0.33333333333333337,0.13043478260869565
0.01136986301369863,0.0,0.16666666666666666,0.5,0.8333333333333334,0.0,0.19444444444444442,0.8333333333333334,0.13043478260869565
0.4794520547945205,1.0,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.0,0.20833333333333331,0.5,0.13043478260869565
0.0136986301369863,0.2857142857142857,0.5,0.5,0.9999999999999999,0.3333333333333333,0.15277777777777773,0.33333333333333337,0.13043478260869565
0.04794520547945205,0.2857142857142857,0.33333333333333337,0.33333333333333337,0.8333333333333334,0.16666666666666666,0.0,0.33333333333333337,0.13043478260869565
0.0136986301369863,0.42857142857142855,0.5,0.8333333333333334,0.16666666666666666,0.0,0.34722222222222215,0.33333333333333337,0.13043478260869565
0.009178082191780821,0.14285714285714285,0.5,0.5,0.9999999999999999,0.16666666666666666,0.625,0.33333333333333337,0.13043478260869565
0.00410958904109589,0.7142857142857142,0.9999999999999999,0.9999999999999999,0.16666666666666666,0.0,0.24999999999999994,0.5,0.13043478260869565
0.0,1.0,0.8333333333333334,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.16666666666666663,0.6666666666666666,0.17391304347826086
0.0,0.0,0.8333333333333334,0.0,0.6666666666666666,0.6666666666666666,0.9583333333333333,0.5,0.17391304347826086
0.000821917808219178,1.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,1.0,0.8055555555555556,0.5,0.17391304347826086
0.04794520547945205,0.14285714285714285,0.5,0.6666666666666666,0.8333333333333334,0.8333333333333333,0.15277777777777773,0.8333333333333334,0.17391304347826086
0.0547945205479452,0.14285714285714285,0.16666666666666666,0.33333333333333337,0.9999999999999999,0.16666666666666666,0.18055555555555552,0.5,0.17391304347826086
0.002054794520547945,1.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,1.0,0.5555555555555556,0.0,0.17391304347826086
0.0,0.0,0.5,0.5,0.5,0.5,0.3888888888888889,0.5,0.17391304347826086
0.000410958904109589,0.2857142857142857,0.5,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.04166666666666663,0.33333333333333337,0.17391304347826086
0.003013698630136986,0.7142857142857142,0.5,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.49999999999999994,0.33333333333333337,0.17391304347826086
0.008767123287671232,0.2857142857142857,0.16666666666666666,0.0,0.33333333333333337,0.0,0.06944444444444442,0.16666666666666666,0.17391304347826086
0.004383561643835616,0.7142857142857142,0.33333333333333337,0.9999999999999999,0.5,0.16666666666666666,0.6388888888888888,0.0,0.17391304347826086
0.05342465753424657,1.0,0.33333333333333337,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.06944444444444442,0.33333333333333337,0.17391304347826086
0.0,1.0,0.33333333333333337,0.5,0.6666666666666666,0.5,0.15277777777777773,0.33333333333333337,0.17391304347826086
0.0,1.0,0.5,0.6666666666666666,0.16666666666666666,0.5,0.75,0.33333333333333337,0.17391304347826086
0.008082191780821917,0.7142857142857142,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.16666666666666666,0.75,0.6666666666666666,0.17391304347826086
0.0,0.8571428571428571,0.5,0.33333333333333337,0.8333333333333334,0.3333333333333333,1.0,0.0,0.17391304347826086
0.004794520547945205,1.0,0.33333333333333337,0.16666666666666666,0.6666666666666666,0.0,0.7222222222222221,0.16666666666666666,0.17391304347826086
0.0,0.2857142857142857,0.8333333333333334,0.5,0.6666666666666666,0.6666666666666666,0.20833333333333331,0.5,0.17391304347826086
0.02328767123287671,1.0,0.5,0.33333333333333337,0.16666666666666666,0.0,0.40277777777777773,0.16666666666666666,0.21739130434782608
0.001643835616438356,0.14285714285714285,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.8333333333333333,0.31944444444444436,0.5,0.21739130434782608
0.005479452054794521,0.5714285714285714,0.8333333333333334,0.6666666666666666,0.5,0.0,0.7361111111111112,0.16666666666666666,0.21739130434782608
0.0042465753424657535,0.2857142857142857,0.33333333333333337,0.5,0.8333333333333334,1.0,0.013888888888888895,0.5,0.21739130434782608
0.0042465753424657535,1.0,0.16666666666666666,0.16666666666666666,0.9999999999999999,0.0,0.04166666666666663,0.5,0.21739130434782608
0.2191780821917808,0.14285714285714285,0.33333333333333337,0.33333333333333337,0.8333333333333334,0.16666666666666666,0.06944444444444442,0.8333333333333334,0.21739130434782608
0.000136986301369863,0.14285714285714285,0.5,0.16666666666666666,0.9999999999999999,0.3333333333333333,0.27777777777777773,0.8333333333333334,0.21739130434782608
0.000547945205479452,1.0,0.8333333333333334,0.0,0.8333333333333334,1.0,0.8888888888888888,0.6666666666666666,0.21739130434782608
0.02602739726027397,0.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,1.0,0.27777777777777773,0.33333333333333337,0.21739130434782608
0.007260273972602739,0.42857142857142855,0.6666666666666666,0.33333333333333337,0.8333333333333334,0.16666666666666666,0.19444444444444442,0.6666666666666666,0.21739130434782608
0.0042465753424657535,1.0,0.5,0.33333333333333337,0.8333333333333334,0.16666666666666666,0.47222222222222215,0.33333333333333337,0.21739130434782608
0.002191780821917808,1.0,0.6666666666666666,0.33333333333333337,0.8333333333333334,0.8333333333333333,0.875,0.33333333333333337,0.21739130434782608
0.004520547945205479,0.7142857142857142,0.5,0.33333333333333337,0.6666666666666666,1.0,0.875,0.33333333333333337,0.21739130434782608
0.0,0.42857142857142855,0.6666666666666666,0.33333333333333337,0.8333333333333334,0.8333333333333333,0.3888888888888889,0.8333333333333334,0.26086956521739135
0.0,0.42857142857142855,0.5,0.16666666666666666,0.9999999999999999,0.6666666666666666,0.6805555555555556,0.33333333333333337,0.26086956521739135
0.0,1.0,0.5,0.33333333333333337,0.6666666666666666,0.0,0.9027777777777777,0.8333333333333334,0.26086956521739135
0.0036986301369863013,0.2857142857142857,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333333,0.2222222222222222,0.6666666666666666,0.26086956521739135
0.011506849315068492,1.0,0.5,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.6666666666666665,0.16666666666666666,0.26086956521739135
0.003013698630136986,0.42857142857142855,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.19444444444444442,0.16666666666666666,0.26086956521739135
0.0,0.42857142857142855,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.0,0.4166666666666666,0.9999999999999999,0.26086956521739135
0.4794520547945205,0.0,0.5,0.33333333333333337,0.9999999999999999,0.0,1.0,0.0,0.26086956521739135
0.05342465753424657,1.0,0.5,0.6666666666666666,0.33333333333333337,0.16666666666666666,0.3333333333333333,0.33333333333333337,0.26086956521739135
0.0,1.0,0.5,0.33333333333333337,0.16666666666666666,1.0,0.6388888888888888,0.5,0.26086956521739135
0.002191780821917808,1.0,0.6666666666666666,0.8333333333333334,0.33333333333333337,0.0,0.6944444444444444,0.33333333333333337,0.26086956521739135
0.0273972602739726,0.0,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.5138888888888888,0.5,0.30434782608695654
0.08767123287671233,0.0,0.16666666666666666,0.33333333333333337,0.6666666666666666,0.0,0.06944444444444442,0.8333333333333334,0.30434782608695654
0.0,1.0,0.5,0.5,0.6666666666666666,0.0,0.8055555555555556,0.33333333333333337,0.30434782608695654
0.0061643835616438354,1.0,0.8333333333333334,0.33333333333333337,0.9999999999999999,0.0,0.7638888888888888,0.33333333333333337,0.30434782608695654
0.001643835616438356,0.0,0.9999999999999999,0.33333333333333337,0.8333333333333334,1.0,0.08333333333333331,0.8333333333333334,0.30434782608695654
0.0027397260273972603,1.0,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.9166666666666667,0.0,0.30434782608695654
0.9999999999999999,0.7142857142857142,0.9999999999999999,0.9999999999999999,0.8333333333333334,0.5,0.027777777777777735,0.16666666666666666,0.30434782608695654
0.008767123287671232,1.0,0.8333333333333334,0.33333333333333337,0.0,0.0,0.06944444444444442,0.5,0.30434782608695654
0.001780821917808219,1.0,0.6666666666666666,0.5,0.9999999999999999,0.6666666666666666,0.75,0.5,0.30434782608695654
0.02602739726027397,0.0,0.5,0.6666666666666666,0.33333333333333337,0.3333333333333333,0.24999999999999994,0.33333333333333337,0.30434782608695654
0.001232876712328767,0.5714285714285714,0.5,0.6666666666666666,0.0,0.3333333333333333,0.2222222222222222,0.5,0.30434782608695654
0.0,1.0,0.5,0.5,0.9999999999999999,0.0,0.3888888888888889,0.33333333333333337,0.30434782608695654
0.02328767123287671,0.2857142857142857,0.5,0.16666666666666666,0.8333333333333334,1.0,0.027777777777777735,0.33333333333333337,0.30434782608695654
0.08767123287671233,1.0,0.33333333333333337,0.8333333333333334,0.5,0.0,0.49999999999999994,0.6666666666666666,0.30434782608695654
0.001232876712328767,0.5714285714285714,0.8333333333333334,0.33333333333333337,0.8333333333333334,1.0,0.15277777777777773,0.8333333333333334,0.30434782608695654
0.0,0.5714285714285714,0.6666666666666666,0.33333333333333337,0.8333333333333334,0.6666666666666666,0.7916666666666667,0.9999999999999999,0.30434782608695654
0.9999999999999999,0.7142857142857142,0.33333333333333337,0.5,0.33333333333333337,0.5,0.2361111111111111,0.5,0.30434782608695654
0.3835616438356164,0.0,0.0,0.0,0.9999999999999999,0.0,0.2638888888888889,0.33333333333333337,0.34782608695652173
0.0,1.0,0.16666666666666666,0.33333333333333337,0.6666666666666666,0.0,0.6666666666666665,0.33333333333333337,0.34782608695652173
0.00410958904109589,1.0,0.9999999999999999,0.33333333333333337,0.9999999999999999,1.0,0.7083333333333333,0.16666666666666666,0.34782608695652173
0.006027397260273972,1.0,0.6666666666666666,0.33333333333333337,0.9999999999999999,0.3333333333333333,0.8194444444444444,0.5,0.34782608695652173
0.9999999999999999,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.9999999999999999,0.5,0.1111111111111111,0.8333333333333334,0.34782608695652173
0.04520547945205479,0.5714285714285714,0.33333333333333337,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.44444444444444436,0.5,0.34782608695652173
0.000410958904109589,0.0,0.8333333333333334,0.9999999999999999,0.33333333333333337,0.8333333333333333,0.19444444444444442,0.5,0.34782608695652173
0.006986301369863013,0.2857142857142857,0.8333333333333334,0.0,0.6666666666666666,1.0,0.8472222222222223,0.8333333333333334,0.34782608695652173
0.003972602739726027,0.7142857142857142,0.5,0.0,0.8333333333333334,0.16666666666666666,0.8333333333333333,0.0,0.34782608695652173
0.08630136986301369,0.2857142857142857,0.8333333333333334,0.5,0.6666666666666666,0.6666666666666666,0.6527777777777777,0.0,0.34782608695652173
0.02328767123287671,0.0,0.5,0.0,0.8333333333333334,0.0,0.18055555555555552,0.33333333333333337,0.3913043478260869
0.004520547945205479,1.0,0.5,0.6666666666666666,0.9999999999999999,0.0,0.7083333333333333,0.16666666666666666,0.3913043478260869
0.0,0.42857142857142855,0.16666666666666666,0.33333333333333337,0.8333333333333334,0.5,0.31944444444444436,0.33333333333333337,0.3913043478260869
0.001232876712328767,0.7142857142857142,0.6666666666666666,0.5,0.6666666666666666,0.8333333333333333,0.75,0.5,0.3913043478260869
0.003013698630136986,0.5714285714285714,0.5,0.5,0.8333333333333334,0.0,0.9444444444444444,0.16666666666666666,0.3913043478260869
0.0136986301369863,0.0,0.9999999999999999,0.6666666666666666,0.0,0.16666666666666666,0.15277777777777773,0.6666666666666666,0.3913043478260869
0.000273972602739726,0.2857142857142857,0.5,0.5,0.6666666666666666,0.5,0.4583333333333333,0.33333333333333337,0.3913043478260869
0.0,0.8571428571428571,0.6666666666666666,0.33333333333333337,0.8333333333333334,0.16666666666666666,0.5972222222222221,0.5,0.3913043478260869
0.00684931506849315,1.0,0.8333333333333334,0.33333333333333337,0.5,0.0,0.6666666666666665,0.33333333333333337,0.3913043478260869
0.002054794520547945,0.5714285714285714,0.8333333333333334,0.33333333333333337,0.5,0.6666666666666666,0.24999999999999994,0.8333333333333334,0.3913043478260869
0.000410958904109589,0.5714285714285714,0.33333333333333337,0.6666666666666666,0.9999999999999999,0.0,0.24999999999999994,0.5,0.3913043478260869
0.09863013698630137,0.7142857142857142,0.0,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.625,0.8333333333333334,0.3913043478260869
0.08767123287671233,1.0,0.0,0.0,0.6666666666666666,0.0,0.20833333333333331,0.33333333333333337,0.3913043478260869
0.0006849315068493151,1.0,0.5,0.5,0.9999999999999999,0.0,0.7083333333333333,0.33333333333333337,0.3913043478260869
0.003287671232876712,0.2857142857142857,0.8333333333333334,0.16666666666666666,0.8333333333333334,1.0,0.16666666666666663,0.6666666666666666,0.3913043478260869
0.003013698630136986,1.0,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.0,0.13888888888888884,0.8333333333333334,0.4347826086956522
0.007534246575342465,1.0,0.5,0.6666666666666666,0.5,0.16666666666666666,0.7222222222222221,0.16666666666666666,0.4347826086956522
0.0,0.2857142857142857,0.5,0.5,0.5,0.0,0.6666666666666665,0.0,0.4347826086956522
0.2191780821917808,0.7142857142857142,0.5,0.5,0.8333333333333334,0.0,0.3055555555555555,0.9999999999999999,0.4347826086956522
0.02328767123287671,0.8571428571428571,0.0,0.16666666666666666,0.8333333333333334,0.0,0.4166666666666666,0.8333333333333334,0.4347826086956522
0.136986301369863,1.0,0.5,0.5,0.6666666666666666,0.0,0.31944444444444436,0.6666666666666666,0.4347826086956522
